name_department,locality,id_device,device_type,id_sensor,temperature,humidity,pressure,datetime,nbrRoom
Economia,Darsena,7,Arduino,7.2,10.151180550681623,27,1013.3145712351544,1643548196,702
DIME,Albaro,5,Arduino,5.1,17.120059102957672,55,1013.562649721534,1643548196,501
Economia,Darsena,7,Arduino,7.3,11.715790195848374,46,1013.4885264691612,1643548196,703
DISPO,Castelletto,11,Arduino,11.1,14.008234880554529,94,1013.4360536715424,1643548196,1101
DIME,Albaro,5,Arduino,5.2,25.35155392332752,28,1013.3772372140803,1643548196,502
DISPO,Castelletto,11,Arduino,11.2,12.442756029834518,63,1013.4858401814653,1643548196,1102
DISFOR,San Vincenzo,10,Raspberry pi,10.3,9.582223018102855,81,1013.3614924812987,1643548196,1003
DAD,Molo,6,Raspberry pi,6.2,8.999213143266484,12,1013.2640491884172,1643548196,602
DIME,Albaro,5,Arduino,5.1,9.42731906211275,20,1013.3591673127556,1643548196,501
DAFIST,Prè,8,Raspberry pi,8.1,15.507644094648391,77,1013.4597916037376,1643548196,801
Economia,Darsena,7,Arduino,7.3,18.138195104090247,6,1013.5845851182919,1643548196,703
DAD,Molo,6,Raspberry pi,6.3,10.11517713949966,75,1013.4506382650122,1643548196,603
DAD,Molo,6,Raspberry pi,6.1,15.460117806936907,62,1013.4403360469702,1643548196,601
DAD,Molo,6,Raspberry pi,6.1,19.067282359988944,99,1013.5661773340584,1643548196,601
DIME,Albaro,5,Arduino,5.3,17.740930046635203,69,1013.2604233591342,1643548196,503
DCCI,San Martino,3,Arduino,3.1,24.513491628695768,29,1013.3313047063896,1643548196,301
Economia,Darsena,7,Arduino,7.2,27.77394270735487,45,1013.3964300297479,1643548196,702
DCCI,San Martino,3,Arduino,3.2,18.415724163525308,91,1013.2762116654508,1643548196,302
DISFOR,San Vincenzo,10,Raspberry pi,10.3,11.32078227534275,85,1013.5647363186428,1643548196,1003
DAD,Molo,6,Raspberry pi,6.2,21.760133878104742,87,1013.4574724140653,1643548196,602
DIMA,San Martino,2,Raspberry pi,2.2,7.549969473523936,8,1013.426304320128,1643548196,202
DIME,Albaro,5,Arduino,5.2,26.504162914569825,73,1013.2728642998532,1643548196,502
Economia,Darsena,7,Arduino,7.1,18.852414634702967,78,1013.2663386261264,1643548196,701
DIME,Albaro,5,Arduino,5.3,27.85915856570828,48,1013.4046826704092,1643548196,503
DISPO,Castelletto,11,Arduino,11.2,17.551802547751628,38,1013.598873988626,1643548196,1102
DIRAAS,Prè,9,Arduino,9.1,7.739161272199776,46,1013.3842383275122,1643548196,901
Economia,Darsena,7,Arduino,7.3,21.528199595851245,77,1013.3593799270567,1643548196,703
Economia,Darsena,7,Arduino,7.2,21.901832187885205,35,1013.4397892927112,1643548196,702
DAD,Molo,6,Raspberry pi,6.3,14.688438687698836,62,1013.3126743197432,1643548196,603
DIME,Albaro,5,Arduino,5.1,16.815980438893153,25,1013.3145181971285,1643548196,501
DIMA,San Martino,2,Raspberry pi,2.2,16.820390748179825,68,1013.4753865270328,1643548196,202
Economia,Darsena,7,Arduino,7.3,15.603008570162654,12,1013.280961379028,1643548196,703
DAFIST,Prè,8,Raspberry pi,8.2,11.99979472843925,12,1013.4529644403896,1643548196,802
DISPO,Castelletto,11,Arduino,11.2,9.06488011471948,43,1013.3198589861172,1643548196,1102
DISFOR,San Vincenzo,10,Raspberry pi,10.3,25.912687995801612,55,1013.3121798057142,1643548196,1003
DIME,Albaro,5,Arduino,5.1,15.808797194883793,94,1013.510085116907,1643548196,501
DIMA,San Martino,2,Raspberry pi,2.2,24.344353222825198,7,1013.4498285468808,1643548196,202
Economia,Darsena,7,Arduino,7.1,10.27969459443398,49,1013.329193071368,1643548196,701
DISPO,Castelletto,11,Arduino,11.3,15.936580456302854,54,1013.4608632850516,1643548196,1103
DISPO,Castelletto,11,Arduino,11.1,22.350682946438113,66,1013.4920839103073,1643548196,1101
DIME,Albaro,5,Arduino,5.3,25.15758449295608,12,1013.2830824729676,1643548196,503
DIFI,San Martino,1,Arduino,1.2,18.18914072938966,60,1013.437753435349,1643548196,102
DIFI,San Martino,1,Arduino,1.3,25.638549451578488,72,1013.2756785021927,1643548196,103
DCCI,San Martino,3,Arduino,3.2,15.962479438235569,21,1013.5401519206654,1643548196,302
DIME,Albaro,5,Arduino,5.2,21.250111015902394,75,1013.454547608514,1643548196,502
Economia,Darsena,7,Arduino,7.2,27.403956436179104,46,1013.5322131602196,1643548196,702
DISFOR,San Vincenzo,10,Raspberry pi,10.1,14.77233020973356,23,1013.5292442866277,1643548196,1001
DISFOR,San Vincenzo,10,Raspberry pi,10.2,17.312227797134227,58,1013.3150576220967,1643548196,1002
DIRAAS,Prè,9,Arduino,9.2,25.31395796543941,77,1013.3972912007184,1643548196,902
Economia,Darsena,7,Arduino,7.3,24.808138122397512,73,1013.3125854938862,1643548196,703
DISFOR,San Vincenzo,10,Raspberry pi,10.2,23.78819358678319,16,1013.3398080479608,1643548196,1002
DISFOR,San Vincenzo,10,Raspberry pi,10.3,11.011574162399981,95,1013.4517284649176,1643548196,1003
Economia,Darsena,7,Arduino,7.2,13.674900258210885,52,1013.5446190118512,1643548196,702
DAFIST,Prè,8,Raspberry pi,8.2,23.58749930744841,37,1013.395500460111,1643548196,802
DIBRIS,San Martino,4,Raspberry pi,4.2,14.376562982114107,36,1013.4770417019045,1643548196,402
DISFOR,San Vincenzo,10,Raspberry pi,10.3,15.3289733652319,82,1013.303564594036,1643548196,1003
DIME,Albaro,5,Arduino,5.1,25.815975141798592,46,1013.4171311128017,1643548196,501
DAD,Molo,6,Raspberry pi,6.2,21.09359742718838,55,1013.5136523772096,1643548196,602
DIBRIS,San Martino,4,Raspberry pi,4.1,12.834542883946144,27,1013.2589956533577,1643548196,401
DISFOR,San Vincenzo,10,Raspberry pi,10.1,10.107155914860432,74,1013.286566828338,1643548196,1001
DISFOR,San Vincenzo,10,Raspberry pi,10.2,25.501344919519692,99,1013.3339114429081,1643548196,1002
DIMA,San Martino,2,Raspberry pi,2.2,25.436863841305517,37,1013.412421444984,1643548196,202
DAD,Molo,6,Raspberry pi,6.3,25.93300631885645,30,1013.4716100526912,1643548196,603
Economia,Darsena,7,Arduino,7.2,14.377901453972678,48,1013.5965901721668,1643548196,702
DIRAAS,Prè,9,Arduino,9.1,12.452130302153911,51,1013.4320787186164,1643548196,901
Economia,Darsena,7,Arduino,7.2,12.6672363042236,67,1013.5217386689136,1643548196,702
Economia,Darsena,7,Arduino,7.3,7.967161578575557,22,1013.5857374057973,1643548196,703
DIBRIS,San Martino,4,Raspberry pi,4.2,10.904772948913738,94,1013.405805310943,1643548196,402
DIME,Albaro,5,Arduino,5.1,13.002371616378735,92,1013.532038373698,1643548196,501
Economia,Darsena,7,Arduino,7.1,10.197831565203408,80,1013.3200838728276,1643548196,701
DISFOR,San Vincenzo,10,Raspberry pi,10.3,25.07258100371697,54,1013.3893961649347,1643548196,1003
DIME,Albaro,5,Arduino,5.1,9.202827224820373,57,1013.2893639931883,1643548196,501
Economia,Darsena,7,Arduino,7.1,13.287901100132506,81,1013.5253253869708,1643548196,701
DCCI,San Martino,3,Arduino,3.2,27.691146244578746,40,1013.3208426851076,1643548196,302
DAD,Molo,6,Raspberry pi,6.2,8.829430099500128,0,1013.4922779949319,1643548196,602
DAD,Molo,6,Raspberry pi,6.3,7.219024661688818,55,1013.3737706676268,1643548196,603
DISFOR,San Vincenzo,10,Raspberry pi,10.2,12.556703037519885,90,1013.4196246892012,1643548196,1002
DISPO,Castelletto,11,Arduino,11.3,25.23942645551596,75,1013.31084847355,1643548196,1103
DCCI,San Martino,3,Arduino,3.2,9.401446366811989,19,1013.3813024522788,1643548196,302
DAD,Molo,6,Raspberry pi,6.3,26.32589598515984,81,1013.2809247416964,1643548196,603
DISPO,Castelletto,11,Arduino,11.2,13.454224694688499,60,1013.3649156254328,1643548196,1102
DAFIST,Prè,8,Raspberry pi,8.2,11.957764450383472,100,1013.3778209673708,1643548196,802
DISPO,Castelletto,11,Arduino,11.2,18.412906506384413,71,1013.4909215701648,1643548196,1102
DISPO,Castelletto,11,Arduino,11.2,11.511087701920427,8,1013.2925620084484,1643548196,1102
DAD,Molo,6,Raspberry pi,6.1,9.182452416229424,82,1013.4932566404872,1643548196,601
DISPO,Castelletto,11,Arduino,11.3,9.540093752145944,9,1013.4715544367824,1643548196,1103
DIME,Albaro,5,Arduino,5.3,27.112943402243232,26,1013.4128814941364,1643548196,503
DISFOR,San Vincenzo,10,Raspberry pi,10.3,14.520114444422104,27,1013.5120534063341,1643548196,1003
DISFOR,San Vincenzo,10,Raspberry pi,10.2,12.070434983651042,65,1013.3813429476288,1643548196,1002
DISPO,Castelletto,11,Arduino,11.2,22.851425678447317,53,1013.5815433378716,1643548196,1102
Economia,Darsena,7,Arduino,7.1,24.142376789956327,70,1013.4496291889257,1643548196,701
DAD,Molo,6,Raspberry pi,6.2,20.109464692241236,25,1013.2766189573624,1643548196,602
DAFIST,Prè,8,Raspberry pi,8.2,11.714888127882562,64,1013.3267599568187,1643548196,802
DISPO,Castelletto,11,Arduino,11.3,20.61343709254693,60,1013.3451640358513,1643548196,1103
DISFOR,San Vincenzo,10,Raspberry pi,10.2,7.0763006443022265,30,1013.5891267336906,1643548196,1002
DISPO,Castelletto,11,Arduino,11.3,25.045180778273266,70,1013.2665876387283,1643548196,1103
DIME,Albaro,5,Arduino,5.2,10.804139054549577,12,1013.2514409892683,1643548196,502
Economia,Darsena,7,Arduino,7.2,23.61836863394301,51,1013.2536357177596,1643548196,702
DIBRIS,San Martino,4,Raspberry pi,4.3,21.336177001409773,98,1013.2750710393943,1643548196,403
DAD,Molo,6,Raspberry pi,6.1,11.954560102646587,55,1013.2732731285382,1643548196,601
DISFOR,San Vincenzo,10,Raspberry pi,10.2,24.50598927109177,76,1013.4709952217688,1643548196,1002
DISPO,Castelletto,11,Arduino,11.2,16.474024747951788,9,1013.5702205764472,1643548196,1102
DIMA,San Martino,2,Raspberry pi,2.2,15.88440760354624,39,1013.5762253057646,1643548196,202
DAD,Molo,6,Raspberry pi,6.1,11.16003792910465,39,1013.3296696240559,1643548196,601
DISFOR,San Vincenzo,10,Raspberry pi,10.1,24.629930347932557,47,1013.4101694629196,1643548196,1001
DISPO,Castelletto,11,Arduino,11.3,22.88387565489723,38,1013.5642801878896,1643548196,1103
DAD,Molo,6,Raspberry pi,6.1,27.022436205402144,72,1013.5723982230794,1643548196,601
DISFOR,San Vincenzo,10,Raspberry pi,10.1,16.340415274597646,6,1013.5890754253336,1643548196,1001
DAD,Molo,6,Raspberry pi,6.2,12.397546656392707,32,1013.5455373641228,1643548196,602
DISPO,Castelletto,11,Arduino,11.2,8.400121737280136,80,1013.4464394556912,1643548196,1102
Economia,Darsena,7,Arduino,7.2,17.85479742038496,42,1013.3967459434018,1643548196,702
DAFIST,Prè,8,Raspberry pi,8.2,17.033802625872593,52,1013.579126974014,1643548196,802
DAD,Molo,6,Raspberry pi,6.3,27.66528455933165,58,1013.4041111037008,1643548196,603
DISFOR,San Vincenzo,10,Raspberry pi,10.1,11.271437143705715,74,1013.3759965490297,1643548196,1001
DAD,Molo,6,Raspberry pi,6.2,26.607436954600487,89,1013.2733387149216,1643548196,602
DAFIST,Prè,8,Raspberry pi,8.1,25.169704305509292,8,1013.3673659141164,1643548196,801
DAFIST,Prè,8,Raspberry pi,8.1,7.006459182798421,23,1013.3414246393518,1643548196,801
DAD,Molo,6,Raspberry pi,6.2,14.452287490949724,23,1013.3302270680236,1643548196,602
DIME,Albaro,5,Arduino,5.2,23.027817148873247,66,1013.4333393255417,1643548196,502
DIME,Albaro,5,Arduino,5.3,9.013453701394264,99,1013.38763590093,1643548196,503
DISPO,Castelletto,11,Arduino,11.2,17.74621566693277,68,1013.3107676736715,1643548196,1102
DIFI,San Martino,1,Arduino,1.2,22.89548694943429,68,1013.4566098628716,1643548196,102
DISPO,Castelletto,11,Arduino,11.1,18.285997281276934,13,1013.5852991374776,1643548196,1101
DAD,Molo,6,Raspberry pi,6.3,27.99381444546587,88,1013.5774299880773,1643548196,603
DAD,Molo,6,Raspberry pi,6.3,13.487326301293747,46,1013.5331671622264,1643548196,603
DIME,Albaro,5,Arduino,5.2,20.190461789951968,98,1013.4509870263707,1643548196,502
DISPO,Castelletto,11,Arduino,11.3,16.68673025036459,95,1013.5660592632553,1643548196,1103
DISPO,Castelletto,11,Arduino,11.1,17.25088917435711,39,1013.324281146834,1643548196,1101
DCCI,San Martino,3,Arduino,3.3,26.10244920165746,60,1013.3036756501397,1643548196,303
DISFOR,San Vincenzo,10,Raspberry pi,10.2,24.596613185811425,38,1013.293459791642,1643548196,1002
DISPO,Castelletto,11,Arduino,11.3,22.051292147822828,40,1013.5212593100557,1643548196,1103
DAD,Molo,6,Raspberry pi,6.1,25.315331628692004,24,1013.2931014933224,1643548196,601
DISFOR,San Vincenzo,10,Raspberry pi,10.2,21.5310393776223,98,1013.3039527453957,1643548196,1002
DIMA,San Martino,2,Raspberry pi,2.3,17.846605939460304,37,1013.4407315273364,1643548196,203
DISPO,Castelletto,11,Arduino,11.3,21.826641500076718,57,1013.5399603426193,1643548196,1103
DIME,Albaro,5,Arduino,5.3,19.5230915899729,54,1013.2884825233921,1643548196,503
DISFOR,San Vincenzo,10,Raspberry pi,10.3,14.557409564608236,76,1013.3676914038423,1643548196,1003
DISPO,Castelletto,11,Arduino,11.1,22.229417357335638,88,1013.3684116419656,1643548196,1101
Economia,Darsena,7,Arduino,7.2,10.853994069171176,44,1013.4231119601376,1643548196,702
DAD,Molo,6,Raspberry pi,6.3,26.223377508866072,52,1013.2835407213369,1643548196,603
DISPO,Castelletto,11,Arduino,11.1,21.680039430066948,50,1013.3500978588253,1643548196,1101
Economia,Darsena,7,Arduino,7.1,22.45870424269082,40,1013.54257845356,1643548196,701
Economia,Darsena,7,Arduino,7.1,18.69483916989716,16,1013.4749317840227,1643548196,701
DIRAAS,Prè,9,Arduino,9.3,13.61245247311039,1,1013.5968768794479,1643548196,903
DIME,Albaro,5,Arduino,5.1,19.495318728410044,18,1013.3979462861627,1643548196,501
DIME,Albaro,5,Arduino,5.2,16.386798891383208,75,1013.5243728639847,1643548196,502
DISPO,Castelletto,11,Arduino,11.1,7.557572037087853,59,1013.3620387099902,1643548196,1101
DIRAAS,Prè,9,Arduino,9.2,10.312830475822901,22,1013.4531751363866,1643548196,902
DISPO,Castelletto,11,Arduino,11.1,18.789253335386878,94,1013.2975216775096,1643548196,1101
DISFOR,San Vincenzo,10,Raspberry pi,10.2,13.479671473981705,100,1013.5759812263286,1643548196,1002
DIME,Albaro,5,Arduino,5.3,23.25000965856336,98,1013.5724332175688,1643548196,503
DAFIST,Prè,8,Raspberry pi,8.2,15.938202328408144,28,1013.336693157602,1643548196,802
DAFIST,Prè,8,Raspberry pi,8.1,26.646440749923396,58,1013.258981016122,1643548196,801
DAD,Molo,6,Raspberry pi,6.1,16.458686087518902,18,1013.34713214381,1643548196,601
DCCI,San Martino,3,Arduino,3.2,17.64043565816589,47,1013.4711432870848,1643548196,302
DIME,Albaro,5,Arduino,5.1,20.40303459844904,61,1013.2939630774067,1643548196,501
Economia,Darsena,7,Arduino,7.1,22.120826650390416,70,1013.3452675231804,1643548196,701
DIRAAS,Prè,9,Arduino,9.1,23.840655086953202,62,1013.3422200169812,1643548196,901
DIME,Albaro,5,Arduino,5.2,21.87774732387808,74,1013.3552713773004,1643548196,502
DAD,Molo,6,Raspberry pi,6.2,25.720925567571157,92,1013.2954106762378,1643548196,602
Economia,Darsena,7,Arduino,7.1,10.408673623891602,2,1013.5096493840593,1643548196,701
DISFOR,San Vincenzo,10,Raspberry pi,10.1,26.982820846539425,62,1013.3016710770897,1643548196,1001
DAFIST,Prè,8,Raspberry pi,8.3,7.331217010794643,39,1013.3177413660887,1643548196,803
DISPO,Castelletto,11,Arduino,11.1,11.5687132900449,52,1013.3788447942784,1643548196,1101
Economia,Darsena,7,Arduino,7.2,21.073088960921236,67,1013.5056530681842,1643548196,702
DIME,Albaro,5,Arduino,5.2,27.79171610012858,15,1013.4539250682184,1643548196,502
DISPO,Castelletto,11,Arduino,11.3,16.775103095716936,49,1013.4901265065467,1643548196,1103
DAFIST,Prè,8,Raspberry pi,8.1,9.06329259558748,14,1013.330260224739,1643548196,801
DISPO,Castelletto,11,Arduino,11.1,23.369520065257372,64,1013.3883054666127,1643548196,1101
DIME,Albaro,5,Arduino,5.1,21.07456414013864,15,1013.5759217726476,1643548196,501
DISPO,Castelletto,11,Arduino,11.2,14.538049627989922,96,1013.4163369708999,1643548196,1102
DIME,Albaro,5,Arduino,5.2,19.584499655212067,95,1013.4576079792336,1643548196,502
DISFOR,San Vincenzo,10,Raspberry pi,10.1,7.149993809503406,27,1013.3394018639748,1643548196,1001
DISPO,Castelletto,11,Arduino,11.2,10.645364470356757,63,1013.4678661877226,1643548196,1102
DIME,Albaro,5,Arduino,5.3,10.68866192826632,2,1013.269100170578,1643548196,503
DIFI,San Martino,1,Arduino,1.1,16.087158372451047,94,1013.5771128921297,1643548196,101
DIBRIS,San Martino,4,Raspberry pi,4.1,13.279101930881586,5,1013.3719435391588,1643548196,401
DISPO,Castelletto,11,Arduino,11.3,11.52988365764451,52,1013.5396636043918,1643548196,1103
DAD,Molo,6,Raspberry pi,6.2,26.241934978748606,81,1013.5266230297494,1643548196,602
Economia,Darsena,7,Arduino,7.2,7.113718834103702,57,1013.4088192221401,1643548196,702
DIME,Albaro,5,Arduino,5.1,8.074969398075597,60,1013.3132805883208,1643548196,501
DISFOR,San Vincenzo,10,Raspberry pi,10.3,14.442857654044097,76,1013.5203408340137,1643548196,1003
DIMA,San Martino,2,Raspberry pi,2.3,16.206541575769208,7,1013.423224838635,1643548196,203
DIFI,San Martino,1,Arduino,1.1,17.689496019701576,33,1013.5994590298386,1643548196,101
DIME,Albaro,5,Arduino,5.1,23.39965885821313,8,1013.4050199790207,1643548196,501
DISPO,Castelletto,11,Arduino,11.3,12.920892003786511,72,1013.3748819754218,1643548196,1103
DAD,Molo,6,Raspberry pi,6.1,9.682324672642128,50,1013.5582287295939,1643548196,601
Economia,Darsena,7,Arduino,7.2,14.282106243887167,55,1013.3325261059327,1643548196,702
DISPO,Castelletto,11,Arduino,11.1,20.03445054612737,83,1013.4475318207924,1643548196,1101
DISPO,Castelletto,11,Arduino,11.1,24.36589064047436,42,1013.5521336037764,1643548196,1101
DIBRIS,San Martino,4,Raspberry pi,4.1,19.425084377228828,92,1013.4461751261377,1643548196,401
Economia,Darsena,7,Arduino,7.1,19.107681333219027,15,1013.523436915817,1643548197,701
DISPO,Castelletto,11,Arduino,11.1,25.221318725689674,56,1013.5268963655024,1643548197,1101
DIFI,San Martino,1,Arduino,1.2,27.954967925833817,78,1013.5610129852864,1643548197,102
DIME,Albaro,5,Arduino,5.2,15.607806037254093,94,1013.3169132399612,1643548197,502
DISPO,Castelletto,11,Arduino,11.2,12.230599939132194,87,1013.2726203525638,1643548197,1102
DIFI,San Martino,1,Arduino,1.3,9.611570296740387,81,1013.5187810577733,1643548197,103
DISFOR,San Vincenzo,10,Raspberry pi,10.2,22.6506366177098,48,1013.5464980623456,1643548197,1002
Economia,Darsena,7,Arduino,7.1,19.650454623474204,60,1013.5198949651407,1643548197,701
DAD,Molo,6,Raspberry pi,6.2,24.764129304980308,41,1013.5090425668006,1643548197,602
DISPO,Castelletto,11,Arduino,11.2,22.333130176088595,78,1013.384031396986,1643548197,1102
DIBRIS,San Martino,4,Raspberry pi,4.2,14.130978730469149,70,1013.3301277902133,1643548197,402
Economia,Darsena,7,Arduino,7.1,26.302826501148605,49,1013.3301228549922,1643548197,701
DIBRIS,San Martino,4,Raspberry pi,4.1,23.66264962222807,35,1013.2708805667884,1643548197,401
DIMA,San Martino,2,Raspberry pi,2.3,19.84121218635088,43,1013.5944465986782,1643548197,203
DAD,Molo,6,Raspberry pi,6.2,18.32723234825589,86,1013.4732152577576,1643548197,602
DAD,Molo,6,Raspberry pi,6.3,11.39629232282754,87,1013.5468544409626,1643548197,603
DISFOR,San Vincenzo,10,Raspberry pi,10.2,13.996614934293088,56,1013.5560786201422,1643548197,1002
