locality,name_department,id_sensor,datetime,device_type,nbrRoom,temperature
San Vincenzo,DISFOR,10.2,1643548196,Raspberry pi,1002,24.596613185811425
Castelletto,DISPO,11.3,1643548196,Arduino,1103,22.051292147822828
Molo,DAD,6.1,1643548196,Raspberry pi,601,25.315331628692004
San Vincenzo,DISFOR,10.2,1643548196,Raspberry pi,1002,21.5310393776223
San Martino,DIMA,2.3,1643548196,Raspberry pi,203,17.846605939460304
Castelletto,DISPO,11.3,1643548196,Arduino,1103,21.826641500076718
Albaro,DIME,5.3,1643548196,Arduino,503,19.5230915899729
San Vincenzo,DISFOR,10.3,1643548196,Raspberry pi,1003,14.557409564608236
Castelletto,DISPO,11.1,1643548196,Arduino,1101,22.229417357335638
Darsena,Economia,7.2,1643548196,Arduino,702,10.853994069171176
Molo,DAD,6.3,1643548196,Raspberry pi,603,26.223377508866072
Castelletto,DISPO,11.1,1643548196,Arduino,1101,21.680039430066948
Darsena,Economia,7.1,1643548196,Arduino,701,22.45870424269082
Darsena,Economia,7.1,1643548196,Arduino,701,18.69483916989716
Prè,DIRAAS,9.3,1643548196,Arduino,903,13.61245247311039
Albaro,DIME,5.1,1643548196,Arduino,501,19.495318728410044
Albaro,DIME,5.2,1643548196,Arduino,502,16.386798891383208
Castelletto,DISPO,11.1,1643548196,Arduino,1101,7.557572037087853
Prè,DIRAAS,9.2,1643548196,Arduino,902,10.312830475822901
Castelletto,DISPO,11.1,1643548196,Arduino,1101,18.789253335386878
San Vincenzo,DISFOR,10.2,1643548196,Raspberry pi,1002,13.479671473981705
Albaro,DIME,5.3,1643548196,Arduino,503,23.25000965856336
Prè,DAFIST,8.2,1643548196,Raspberry pi,802,15.938202328408144
Prè,DAFIST,8.1,1643548196,Raspberry pi,801,26.646440749923396
Molo,DAD,6.1,1643548196,Raspberry pi,601,16.458686087518902
San Martino,DCCI,3.2,1643548196,Arduino,302,17.64043565816589
Albaro,DIME,5.1,1643548196,Arduino,501,20.40303459844904
Darsena,Economia,7.1,1643548196,Arduino,701,22.120826650390416
Prè,DIRAAS,9.1,1643548196,Arduino,901,23.840655086953202
Albaro,DIME,5.2,1643548196,Arduino,502,21.87774732387808
Molo,DAD,6.2,1643548196,Raspberry pi,602,25.720925567571157
Darsena,Economia,7.1,1643548196,Arduino,701,10.408673623891602
San Vincenzo,DISFOR,10.1,1643548196,Raspberry pi,1001,26.982820846539425
Prè,DAFIST,8.3,1643548196,Raspberry pi,803,7.331217010794643
Castelletto,DISPO,11.1,1643548196,Arduino,1101,11.5687132900449
Darsena,Economia,7.2,1643548196,Arduino,702,21.073088960921236
Albaro,DIME,5.2,1643548196,Arduino,502,27.79171610012858
Castelletto,DISPO,11.3,1643548196,Arduino,1103,16.775103095716936
Prè,DAFIST,8.1,1643548196,Raspberry pi,801,9.06329259558748
Castelletto,DISPO,11.1,1643548196,Arduino,1101,23.369520065257372
Albaro,DIME,5.1,1643548196,Arduino,501,21.07456414013864
Castelletto,DISPO,11.2,1643548196,Arduino,1102,14.538049627989922
Albaro,DIME,5.2,1643548196,Arduino,502,19.584499655212067
San Vincenzo,DISFOR,10.1,1643548196,Raspberry pi,1001,7.149993809503406
Castelletto,DISPO,11.2,1643548196,Arduino,1102,10.645364470356757
Albaro,DIME,5.3,1643548196,Arduino,503,10.68866192826632
San Martino,DIFI,1.1,1643548196,Arduino,101,16.087158372451047
San Martino,DIBRIS,4.1,1643548196,Raspberry pi,401,13.279101930881586
Castelletto,DISPO,11.3,1643548196,Arduino,1103,11.52988365764451
Molo,DAD,6.2,1643548196,Raspberry pi,602,26.241934978748606
Darsena,Economia,7.2,1643548196,Arduino,702,7.113718834103702
Albaro,DIME,5.1,1643548196,Arduino,501,8.074969398075597
San Vincenzo,DISFOR,10.3,1643548196,Raspberry pi,1003,14.442857654044097
San Martino,DIMA,2.3,1643548196,Raspberry pi,203,16.206541575769208
San Martino,DIFI,1.1,1643548196,Arduino,101,17.689496019701576
Albaro,DIME,5.1,1643548196,Arduino,501,23.39965885821313
Castelletto,DISPO,11.3,1643548196,Arduino,1103,12.920892003786511
Molo,DAD,6.1,1643548196,Raspberry pi,601,9.682324672642128
Darsena,Economia,7.2,1643548196,Arduino,702,14.282106243887167
Castelletto,DISPO,11.1,1643548196,Arduino,1101,20.03445054612737
Castelletto,DISPO,11.1,1643548196,Arduino,1101,24.36589064047436
San Martino,DIBRIS,4.1,1643548196,Raspberry pi,401,19.425084377228828
Darsena,Economia,7.1,1643548197,Arduino,701,19.107681333219027
Castelletto,DISPO,11.1,1643548197,Arduino,1101,25.221318725689674
San Martino,DIFI,1.2,1643548197,Arduino,102,27.954967925833817
Albaro,DIME,5.2,1643548197,Arduino,502,15.607806037254093
Castelletto,DISPO,11.2,1643548197,Arduino,1102,12.230599939132194
San Martino,DIFI,1.3,1643548197,Arduino,103,9.611570296740387
San Vincenzo,DISFOR,10.2,1643548197,Raspberry pi,1002,22.6506366177098
Darsena,Economia,7.1,1643548197,Arduino,701,19.650454623474204
Molo,DAD,6.2,1643548197,Raspberry pi,602,24.764129304980308
Castelletto,DISPO,11.2,1643548197,Arduino,1102,22.333130176088595
San Martino,DIBRIS,4.2,1643548197,Raspberry pi,402,14.130978730469149
Darsena,Economia,7.1,1643548197,Arduino,701,26.302826501148605
San Martino,DIBRIS,4.1,1643548197,Raspberry pi,401,23.66264962222807
San Martino,DIMA,2.3,1643548197,Raspberry pi,203,19.84121218635088
Molo,DAD,6.2,1643548197,Raspberry pi,602,18.32723234825589
Molo,DAD,6.3,1643548197,Raspberry pi,603,11.39629232282754
San Vincenzo,DISFOR,10.2,1643548197,Raspberry pi,1002,13.996614934293088
Molo,DAD,6.1,1643548197,Raspberry pi,601,19.83021535711807
Molo,DAD,6.2,1643548197,Raspberry pi,602,17.857754286448678
Albaro,DIME,5.3,1643548197,Arduino,503,24.501239610953032
San Martino,DIFI,1.1,1643548197,Arduino,101,14.338952446848355
Castelletto,DISPO,11.1,1643548197,Arduino,1101,23.340824922524675
Albaro,DIME,5.2,1643548197,Arduino,502,13.792592674043126
Castelletto,DISPO,11.1,1643548197,Arduino,1101,17.357375336298645
San Vincenzo,DISFOR,10.1,1643548197,Raspberry pi,1001,27.460507705988363
Darsena,Economia,7.2,1643548197,Arduino,702,11.720686626271934
Albaro,DIME,5.2,1643548197,Arduino,502,7.5790313996453
Castelletto,DISPO,11.1,1643548197,Arduino,1101,12.069044829557814
San Martino,DIMA,2.1,1643548197,Raspberry pi,201,27.83563189940104
Prè,DAFIST,8.3,1643548197,Raspberry pi,803,18.98302825079997
Molo,DAD,6.1,1643548197,Raspberry pi,601,14.28503377576341
Albaro,DIME,5.3,1643548197,Arduino,503,11.293964026238015
San Vincenzo,DISFOR,10.1,1643548197,Raspberry pi,1001,8.736237793691929
Prè,DIRAAS,9.1,1643548197,Arduino,901,8.427793803441908
Castelletto,DISPO,11.1,1643548197,Arduino,1101,15.10027591079072
Darsena,Economia,7.2,1643548197,Arduino,702,8.628589125807569
Prè,DAFIST,8.3,1643548197,Raspberry pi,803,24.409491231154515
Castelletto,DISPO,11.3,1643548197,Arduino,1103,12.016464902465716
Prè,DAFIST,8.2,1643548197,Raspberry pi,802,9.76663455802171
San Vincenzo,DISFOR,10.3,1643548197,Raspberry pi,1003,20.964366492698463
San Martino,DCCI,3.1,1643548197,Arduino,301,8.216610243327445
San Martino,DIMA,2.1,1643548197,Raspberry pi,201,22.987634576103755
Molo,DAD,6.2,1643548197,Raspberry pi,602,27.655103292381114
San Martino,DIFI,1.3,1643548197,Arduino,103,15.466985133911571
Prè,DIRAAS,9.1,1643548197,Arduino,901,23.126239984791173
Molo,DAD,6.3,1643548197,Raspberry pi,603,18.512306414724247
Prè,DAFIST,8.3,1643548197,Raspberry pi,803,22.71192724824213
Prè,DIRAAS,9.1,1643548197,Arduino,901,19.822915727353088
Albaro,DIME,5.3,1643548197,Arduino,503,24.365165063159147
San Martino,DIMA,2.3,1643548197,Raspberry pi,203,15.746110371191644
San Vincenzo,DISFOR,10.2,1643548197,Raspberry pi,1002,25.958854560316876
Prè,DIRAAS,9.1,1643548197,Arduino,901,25.788400084044856
San Martino,DIBRIS,4.3,1643548197,Raspberry pi,403,12.544720645241904
San Martino,DIMA,2.1,1643548197,Raspberry pi,201,27.49052686117701
Darsena,Economia,7.3,1643548197,Arduino,703,22.631809952741442
Prè,DAFIST,8.1,1643548197,Raspberry pi,801,12.97354914564566
Molo,DAD,6.2,1643548197,Raspberry pi,602,21.239118381162022
Darsena,Economia,7.3,1643548197,Arduino,703,7.342825574158943
San Vincenzo,DISFOR,10.3,1643548197,Raspberry pi,1003,13.405083042468586
Darsena,Economia,7.1,1643548197,Arduino,701,7.175615666738618
Molo,DAD,6.3,1643548197,Raspberry pi,603,24.140253564650212
Prè,DIRAAS,9.3,1643548197,Arduino,903,16.426470362039517
Albaro,DIME,5.2,1643548197,Arduino,502,20.332436860826398
Prè,DAFIST,8.3,1643548197,Raspberry pi,803,26.93382436208455
Castelletto,DISPO,11.2,1643548197,Arduino,1102,8.797546945808081
San Vincenzo,DISFOR,10.3,1643548197,Raspberry pi,1003,20.869012853170897
Molo,DAD,6.3,1643548197,Raspberry pi,603,9.670367149081557
Darsena,Economia,7.2,1643548197,Arduino,702,9.72783934335367
Prè,DIRAAS,9.1,1643548197,Arduino,901,12.14004166696772
Molo,DAD,6.1,1643548197,Raspberry pi,601,20.310524657972554
San Vincenzo,DISFOR,10.2,1643548197,Raspberry pi,1002,14.945477517605806
Molo,DAD,6.3,1643548197,Raspberry pi,603,27.84971560141165
Darsena,Economia,7.2,1643548197,Arduino,702,15.23534613577155
Castelletto,DISPO,11.1,1643548197,Arduino,1101,16.148908302432908
Castelletto,DISPO,11.3,1643548197,Arduino,1103,21.25907775449798
Albaro,DIME,5.1,1643548197,Arduino,501,19.995559139132027
Castelletto,DISPO,11.2,1643548197,Arduino,1102,23.38006793104701
San Vincenzo,DISFOR,10.1,1643548197,Raspberry pi,1001,8.873290028578438
Castelletto,DISPO,11.2,1643548197,Arduino,1102,19.449231746437107
Castelletto,DISPO,11.1,1643548197,Arduino,1101,14.839523995800645
Molo,DAD,6.2,1643548197,Raspberry pi,602,9.379480080700514
San Martino,DIMA,2.1,1643548197,Raspberry pi,201,9.111644640944974
Prè,DAFIST,8.2,1643548197,Raspberry pi,802,8.944532671513649
Molo,DAD,6.1,1643548197,Raspberry pi,601,11.496651355381793
Albaro,DIME,5.2,1643548197,Arduino,502,13.10886458224519
San Vincenzo,DISFOR,10.2,1643548197,Raspberry pi,1002,17.098260301598028
Darsena,Economia,7.3,1643548197,Arduino,703,16.321310527272107
Prè,DIRAAS,9.1,1643548197,Arduino,901,20.385336328002147
San Vincenzo,DISFOR,10.2,1643548197,Raspberry pi,1002,26.313006005088123
San Vincenzo,DISFOR,10.1,1643548197,Raspberry pi,1001,20.44826159529332
Prè,DAFIST,8.3,1643548197,Raspberry pi,803,26.509843306238604
Darsena,Economia,7.1,1643548197,Arduino,701,9.47085819680768
San Martino,DIFI,1.1,1643548197,Arduino,101,15.41761330285338
San Martino,DIFI,1.2,1643548197,Arduino,102,9.203575070679843
Prè,DIRAAS,9.1,1643548197,Arduino,901,9.212833586374195
Castelletto,DISPO,11.2,1643548197,Arduino,1102,11.790977715479775
Prè,DIRAAS,9.1,1643548197,Arduino,901,26.992938728320564
Prè,DIRAAS,9.1,1643548197,Arduino,901,22.606713745907665
San Vincenzo,DISFOR,10.2,1643548197,Raspberry pi,1002,23.00456600920219
Molo,DAD,6.2,1643548197,Raspberry pi,602,15.428567642981081
San Martino,DIMA,2.2,1643548197,Raspberry pi,202,22.485416241972324
San Martino,DIMA,2.1,1643548197,Raspberry pi,201,23.57264166453057
San Vincenzo,DISFOR,10.2,1643548197,Raspberry pi,1002,22.180181661778928
Prè,DIRAAS,9.1,1643548197,Arduino,901,26.7414747444115
Molo,DAD,6.2,1643548197,Raspberry pi,602,7.18799843969279
Molo,DAD,6.2,1643548197,Raspberry pi,602,10.520513779512683
Darsena,Economia,7.3,1643548197,Arduino,703,20.874830597342275
San Martino,DIMA,2.3,1643548197,Raspberry pi,203,20.759656475101046
Castelletto,DISPO,11.2,1643548197,Arduino,1102,11.156602551651435
Prè,DIRAAS,9.1,1643548197,Arduino,901,21.850900435343647
Prè,DAFIST,8.1,1643548197,Raspberry pi,801,27.071395861320728
San Martino,DIFI,1.3,1643548197,Arduino,103,8.006811234816881
Albaro,DIME,5.2,1643548197,Arduino,502,25.85727033916985
San Martino,DIMA,2.3,1643548197,Raspberry pi,203,8.723162596761565
Prè,DAFIST,8.3,1643548197,Raspberry pi,803,15.113188308554545
Albaro,DIME,5.3,1643548197,Arduino,503,21.97238392248484
San Vincenzo,DISFOR,10.1,1643548197,Raspberry pi,1001,24.44496893813189
Castelletto,DISPO,11.1,1643548197,Arduino,1101,7.636100023048281
Albaro,DIME,5.2,1643548197,Arduino,502,27.029024284596826
Molo,DAD,6.2,1643548197,Raspberry pi,602,26.513998786810532
